Y1,Y2
贼喊捉贼,5
贼溜溜,9
贼眉鼠眼,9
贼眉贼眼,5
贼去关门,9
贼人胆虚,5
贼头狗脑,7
贼头鬼脑,5
贼头鼠脑,7
贼头贼脑,9
贼窝,5
贼心,7
贼眼,5
贼赃,7
贼脏,7
贼子乱臣,5
谮下谩上,5
增生,7
增殖,7
憎称,7
憎恨,8
扎眼,5
渣滓,5
札手舞脚,5
诈败佯输,9
诈唬,3
诈奸不及,7
诈骗,5
榨取,3
摘瓜抱蔓,7
摘句寻章,7
摘埴索涂,7
窄狭,3
债台高筑,7
沾风惹草,5
沾花惹草,5
沾泥带水,3
沾染,3
沾沾自好,3
沾沾自满,3
沾沾自喜,1
沾沾自衒,7
詀言詀语,3
詹言曲说,3
瞻前顾后,3
鹯视狼顾,5
战祸,5
战乱,5
战争贩子,3
战争狂,1
张大其事,3
张公吃酒李公醉,3
张冠李戴,3
张皇,3
张皇失措,7
张狂,5
张眉努目,5
张眉努眼,5
张牙舞爪,7
张眼露睛,7
张扬,3
獐头鼠目,9
长安居大不易,5
长安少年,5
长材小试,5
长恶不悛,7
长恶靡悛,5
长篇累牍,5
长舌妇,5
长蛇封豕,5
长他人志气，灭自己威风,3
长叹,7
长袖善舞,7
长夜难明,7
仗马寒蝉,5
仗气使酒,3
仗势,5
仗势欺人,7
仗恃,5
障人眼目,3
招风,3
招风揽火,5
招风惹草,5
招风惹雨,5
招花惹草,5
招降纳叛,5
招权纳贿,5
招权纳赂,5
招权纳赇,7
招事惹非,5
招是搬非,5
招是揽非,5
招是惹非,5
招是生非,5
招摇,7
招摇过市,7
招摇撞骗,7
招灾,5
招致不幸,9
昭然若揭,9
爪牙,5
找事,5
召之即来，挥之即去,5
照本宣科,5
照猫画虎,3
肇祸,5
肇事,5
遮丑,5
遮盖,3
遮人耳目,5
遮三瞒四,3
折本,5
折戟沉沙,7
折磨,5
折辱,5
折足覆餗,5
辙乱旗靡,5
这山望着那山高,9
着慌,3
着三不着两,5
真TM,5
振振有词,5
争吵,5
争宠,5
争多论少,3
争名夺利,5
争名于朝，夺利于世,7
争权夺利,5
争长论短,8
争嘴,3
狰狞,7
狰狞面目,7
整冠纳履,3
证龟成鳖,5
郑人买履,3
郑人争年,7
政出多门,7
政荒民弊,9
政客,3
政以贿成,5
之乎者也,3
支离,3
支离破碎,5
支使,5
支吾其词,3
只顾自身利益,9
只鸡絮酒,7
只见树木，不见森林,5
只看见树木，不看见森林,5
只许州官放火，不许百姓点灯,7
只字不提,3
知白守黑,3
知法犯法,3
知其一，不知其二,1
知情不举,7
知人论世,7
知荣守辱,7
肢解,5
执傲,5
执而不化,7
执迷不反,5
执迷不返,5
执迷不醒,5
执拗,3
执文害意,5
执性,5
直勾勾,9
直愣愣,9
直木先伐,7
直情径行,5
直言贾祸,5
植党营私,7
植党自私,5
纸老虎,5
纸上谈兵,5
纸醉金迷,9
指斥,5
指东划西,5
指东画西,3
指东话西,5
指东说西,5
指李推张,5
指鹿为马,5
指鹿作马,5
指亲托故,5
指桑骂槐,7
指桑骂槐 ,5
指山卖磨,5
指山说磨,5
指使,5
指手划脚,5
指手画脚,3
指天画他,7
指瑕造隙,5
指雁为羹,5
指皁为白,5
指责,5
咫尺千里,7
咫尺之功,3
趾高气扬,5
至毒,9
至死不悟,5
志大才疏,5
志广才疏,7
志骄气盈,7
志骄意满,7
志满气骄,7
制假,8
质次价高,7
质非文是,7
质量差,5
质伛影曲,5
炙手可热,7
治丝而棼,5
桎梏,7
致命,5
致使,5
致死不悟,7
鸷狠狼戾,1
鸷击狼噬,7
掷鼠忌器,7
智藏瘝在,7
智昏菽麦,7
智尽能索,5
智小谋大,7
智小言大,7
滞钝,9
滞后,1
滞销,5
置若罔闻,3
置身事外,5
置之不顾,3
置之不理,3
置之死地而后快,5
雉伏鼠窜,7
雉头狐腋,5
擿埴索途,7
中饱私囊,9
中魔,5
中山狼,5
中伤,5
中邪,5
中心摇摇,7
终天之恨,9
钟鸣鼎食,7
衷曲,7
种族歧视,9
种族主义,7
冢中枯骨,5
众寡不敌,5
众寡悬殊,5
众盲摸象,5
众叛亲离,9
众矢之的,5
重财轻义,7
重蹈覆辙,5
重估,8
重规叠矩,3
重厚少文,5
重婚,7
重列,8
重男轻女,5
重逆无道,7
重排,8
重气轻命,7
重气轻生,7
重赏之下，必有死夫,5
重沓,3
重义轻生,7
重重门槛,8
重浊,3
重足而立,7
舟中敌国,5
侜张为幻,7
周规折矩,5
周折,5
啁哳,3
肘胁之患,5
肘腋之患,5
咒骂,7
昼阴夜阳,5
皱巴,9
皱巴巴,3
骤不及防,5
侏儒观戏,7
诛除,7
诛锄异己,7
诛尽杀绝,7
诛戮,7
诛灭,7
诛求,7
诛求不已,9
诛求无度,7
诛求无厌,7
诛求无已,7
珠投璧抵,5
株连,7
株连蔓引,7
铢施两较,7
猪八戒吃人参果，全不知滋味,5
猪猡,9
猪朋狗友,7
猪头,3
猪突豨勇,5
猪瘟,7
竹篮打水,9
竹篮子打水,9
竹篮子打水一场空,5
逐臭,7
逐臭之夫,7
逐宕失返,7
逐近弃远,5
逐客令,7
逐浪随波,5
逐流忘返,5
逐名趋势,7
逐末弃本,7
逐末舍本,7
逐末忘本,7
逐物不还,5
逐影吠声,7
逐影随波,7
逐逐眈眈,7
主犯,7
主观,1
主谋,7
主少国疑,5
主使,7
主文谲谏,5
煮豆燃萁,9
煮鹤焚琴,7
煮鹤烧琴,7
助桀为暴,7
助桀为恶,7
助桀为虐,9
助人下石,5
助天为虐,9
助长,5
助纣为虐,7
杼柚空虚,5
杼柚其空,5
杼柚之空,5
柱小倾大,5
祝不胜诅,5
祝鮀之佞,7
蛀齿,6
蛀虫,5
蛀蚀,5
蛀心虫,6
铸木镂冰,5
筑室道谋,3
抓辫子,5
抓茬儿,7
抓乖卖俏,7
抓乖弄俏,7
抓获,8
抓破脸,5
抓破脸皮,5
抓破脸子,5
抓破面皮,5
抓瞎,5
专断,3
专横,5
专横跋扈,5
专权,5
专擅,5
专欲难成,5
专制,5
转喉触讳,7
转嫁,5
转脸,7
转蓬,3
转弯抹角,3
妆聋做哑,5
妆模作样,5
装b,7
装点门面,9
装疯卖傻,5
装糊涂,5
装假,3
装聋作哑,3
装门面,5
装模作样,9
装腔,8
装腔作势,9
装怯作勇,9
装神弄鬼,5
装蒜,5
装相,5
装佯,3
装样子,5
撞见,7
撞骗,7
追逼,7
追捕,7
追欢买笑,7
追欢卖笑,7
追欢取乐,5
追欢作乐,5
追懽卖笑,7
追魂夺魄,7
追究,5
追趋逐耆,5
坠毁,5
坠溷飘茵,5
坠茵落溷,5
惴惴,7
赘瘤,7
赘食太仓,7
赘述,1
赘言,3
赘疣,9
拙笨,5
拙口笨腮,3
拙口钝腮,5
拙劣,3
拙涩,3
拙嘴笨腮,5
拙嘴笨舌,5
捉班做势,5
捉风捕影,5
捉风捕月,5
捉鸡骂狗,5
捉奸,7
捉衿见肘,7
捉衿露肘,7
捉衿肘见,7
捉襟见肘,7
捉襟露肘,7
捉襟肘见,7
捉摸不定,9
捉弄,5
捉生替死,7
捉影捕风,5
浊浪,3
浊流,5
浊世,5
浊质凡姿,5
浊重,3
浞訾栗斯,7
擢发难数,9
擢筋剥肤,7
擢筋割骨,7
滋蔓,5
滋生,5
滋事,5
滋长,5
趑趄不前,5
锱铢必较,7
锱铢较量,7
子虚,5
子虚乌有,5
訾议,5
自傲,5
自暴自弃,5
自卑,3
自不量力,3
自吹自擂,3
自大,7
自负,7
自高其功,5
自高自大,7
自行其是,5
自己打自己的嘴巴,5
自居,5
自恋,3
自卖自夸,5
自满,3
自鸣得意,5
自命不凡,7
自命清高,9
自欺欺人,5
自取灭亡,9
自取其祸,7
自取其咎,7
自食其果,7
自食其言,5
自视,5
自是,5
自恃,5
自恃其才,5
自私,7
自私自利,7
自讨苦吃,5
自讨没趣,5
自我解嘲,6
自相残害,7
自相残杀,7
自相矛盾,9
自相水火,7
自相鱼肉,7
自诩,5
自炫,5
自寻烦恼,1
自贻伊戚,1
自以为得计,3
自以为是,7
自用则小,7
自由放任,5
自怨自艾,7
自专,5
自作聪明,3
自作孽,9
自作主张,3
自作自受,7
恣行无忌,9
恣情纵欲,7
恣肆,5
恣睢,5
恣无忌惮,7
恣心纵欲,7
恣凶稔恶,7
恣意,7
恣意妄为,7
恣纵,5
宗派,5
纵虎归山,8
纵容,3
纵欲,5
邹缨齐紫,5
走狗,7
走过场,5
走后门,5
走马看花,1
走内线,5
走气门,3
走私,8
走卒,7
租心浮气,3
足不出户,5
足不出门,5
足不窥户,5
足不逾户,5
足尺加二,5
足高气强,5
足高气扬,5
诅咒,7
阻遏,5
阻隔,3
阻梗,3
阻绝,3
阻力,3
阻挠,5
阻塞,5
祖龙之虐,7
钻冰求火,5
钻冰取火,5
钻故纸堆,3
钻懒帮閒,5
钻牛角尖,8
钻牛角尖儿,7
钻皮出羽,7
钻天打洞,7
钻天觅缝,7
钻头觅缝,8
钻隙逾墙,5
钻心,7
钻穴逾墙,5
钻穴逾隙,5
钻穴逾垣,5
钻营,7
嘴笨,3
嘴敞,5
嘴尖,5
嘴快,5
嘴快舌长,5
嘴脸,7
嘴皮子,5
嘴贫,5
嘴甜心苦,5
嘴硬,5
嘴长,5
最差,9
最坏,9
罪不容诛,9
罪大恶极,9
罪当万死,9
罪恶,9
罪恶多端,9
罪恶如山,9
罪恶深重,9
罪恶滔天,9
罪恶昭彰,9
罪恶昭著,9
罪该万死,9
罪过,3
罪行,5
罪加一等,5
罪魁祸首,9
罪莫大焉,9
罪孽,9
罪孽深重,7
罪愆,9
罪情,7
罪人,7
罪尤,9
罪有应得,5
罪在不赦,9
罪责,9
罪状,9
醉酒妇人,3
醉生梦死,7
醉死梦生,7
醉舞狂歌,7
尊古卑今,5
左道旁门,5
左顾右盼,1
左建外易,5
左书右息,5
左思右想 ,7
左袒,3
左右袒,3
左支右绌,3
左支右调,5
左支右吾,5
左枝右梧,5
作弊,7
作壁上观,5
作辍无常,5
作歹为非,5
作对,3
作恶多端,9
作法自毙,7
作法自弊,7
作怪,5
作假,3
作奸犯科,7
作奸犯罪,7
作茧自缚,7
作践,9
作浪兴风,5
作乱,7
作呕,5
作舍道边,5
作死,9
作态,5
作威作福,7
作伪,7
作言造语,5
作俑,7
作贼心虚,5
坐吃山崩,5
坐吃山空,5
坐待,5
坐地分脏,3
坐地虎,7
坐地自划,5
坐而待毙,5
坐而待弊,5
坐而论道,5
坐观成败,3
坐监,7
坐井观天,7
坐井窥天,5
坐冷板凳,5
坐失机宜,5
坐失良机,5
坐失事机,5
坐食,5
坐食山空,5
坐视不救,5
坐视成败,5
坐收渔利,5
坐守,5
坐误,7
坐享其成,9
坐以待毙,5
坐于涂炭,3
做鬼,3
做鬼做神,5
做假,3
做神做鬼,5
做手脚,7
做戏,7
做小伏低,8
做作,5
保不定,5
保不齐,5
保不住,5
悲壮,7
愁云,5
侮辱,3
散布,1
煽动,1
危害,1
告诫,4
